typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","203","CZE","Czechia","376","ISR","Israel","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1139358.094","1139358.094","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","203","CZE","Czechia","40","AUT","Austria","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"3033893.229","3033893.229","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","203","CZE","Czechia","136","CYM","Cayman Isds","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"15.264","15.264","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","203","CZE","Czechia","12","DZA","Algeria","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"4543.302","4543.302","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","203","CZE","Czechia","540","NCL","New Caledonia","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"735.956","735.956","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","203","CZE","Czechia","772","TKL","Tokelau","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"8217.631","8217.631","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","203","CZE","Czechia","162","CXR","Christmas Isds","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"192.984","192.984","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","203","CZE","Czechia","196","CYP","Cyprus","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"750.13","750.13","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","203","CZE","Czechia","470","MLT","Malta","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"28828.761","28828.761","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","203","CZE","Czechia","454","MWI","Malawi","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"15835.594","15835.594","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","203","CZE","Czechia","784","ARE","United Arab Emirates","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"422025.547","422025.547","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","203","CZE","Czechia","499","MNE","Montenegro","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"2121.734","2121.734","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","203","CZE","Czechia","682","SAU","Saudi Arabia","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"115038.108","115038.108","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","40","AUT","Austria","674","SMR","San Marino","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"185.352","185.352","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","40","AUT","Austria","136","CYM","Cayman Isds","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"13.084","13.084","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","40","AUT","Austria","581","UMI","United States Minor Outlying Islands","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"9.813","9.813","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","40","AUT","Austria","583","FSM","FS Micronesia","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"31.619","31.619","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","40","AUT","Austria","258","PYF","French Polynesia","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"15856.309","15856.309","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","40","AUT","Austria","242","FJI","Fiji","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"10499.64","10499.64","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","40","AUT","Austria","196","CYP","Cyprus","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"26288.35","26288.35","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","40","AUT","Austria","214","DOM","Dominican Rep.","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"137861.468","137861.468","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","40","AUT","Austria","70","BIH","Bosnia Herzegovina","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"301494.481","301494.481","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","40","AUT","Austria","807","MKD","North Macedonia","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"40186.471","40186.471","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","40","AUT","Austria","678","STP","Sao Tome and Principe","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"176.629","176.629","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","40","AUT","Austria","566","NGA","Nigeria","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"18190.653","18190.653","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","40","AUT","Austria","652","BLM","Saint Barth�lemy","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"5543.112","5543.112","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","40","AUT","Austria","470","MLT","Malta","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"95867.271","95867.271","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","442","LUX","Luxembourg","4","AFG","Afghanistan","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"9227.253","9227.253","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","442","LUX","Luxembourg","694","SLE","Sierra Leone","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"3651.432","3651.432","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","442","LUX","Luxembourg","112","BLR","Belarus","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"6838.395","6838.395","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","442","LUX","Luxembourg","729","SDN","Sudan","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"825.361","825.361","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","442","LUX","Luxembourg","780","TTO","Trinidad and Tobago","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"56185.611","56185.611","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","442","LUX","Luxembourg","417","KGZ","Kyrgyzstan","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"879.876","879.876","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","442","LUX","Luxembourg","772","TKL","Tokelau","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1646.361","1646.361","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","442","LUX","Luxembourg","422","LBN","Lebanon","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"39541.011","39541.011","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","442","LUX","Luxembourg","428","LVA","Latvia","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"47164.425","47164.425","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","372","IRL","Ireland","270","GMB","Gambia","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1870.964","1870.964","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","372","IRL","Ireland","643","RUS","Russian Federation","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"142797.28","142797.28","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","372","IRL","Ireland","686","SEN","Senegal","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"2292.912","2292.912","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","372","IRL","Ireland","860","UZB","Uzbekistan","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"2871.864","2871.864","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","372","IRL","Ireland","694","SLE","Sierra Leone","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1154.633","1154.633","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","372","IRL","Ireland","52","BRB","Barbados","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"114725.19","114725.19","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","372","IRL","Ireland","12","DZA","Algeria","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"15385485.056","15385485.056","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","372","IRL","Ireland","84","BLZ","Belize","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"423.038","423.038","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","372","IRL","Ireland","440","LTU","Lithuania","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"316891.772","316891.772","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","372","IRL","Ireland","496","MNG","Mongolia","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"4529.128","4529.128","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","372","IRL","Ireland","862","VEN","Venezuela","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1126.285","1126.285","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","372","IRL","Ireland","442","LUX","Luxembourg","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"95327.569","95327.569","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","372","IRL","Ireland","654","SHN","Saint Helena","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"35.98","35.98","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","372","IRL","Ireland","288","GHA","Ghana","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"2348.518","2348.518","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","372","IRL","Ireland","152","CHL","Chile","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1488352.814","1488352.814","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","616","POL","Poland","334","HMD","Heard Island and McDonald Islands","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"5829.862","5829.862","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","616","POL","Poland","674","SMR","San Marino","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"5220.382","5220.382","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","616","POL","Poland","600","PRY","Paraguay","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"12050.054","12050.054","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","616","POL","Poland","336","VAT","Holy See (Vatican City State)","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"128.656","128.656","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","616","POL","Poland","332","HTI","Haiti","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"25424.828","25424.828","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","616","POL","Poland","166","CCK","Cocos Isds","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"588.765","588.765","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","616","POL","Poland","152","CHL","Chile","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"3800296.054","3800296.054","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","616","POL","Poland","232","ERI","Eritrea","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"166.817","166.817","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","620","PRT","Portugal","376","ISR","Israel","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"3926549.042","3926549.042","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","620","PRT","Portugal","800","UGA","Uganda","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"913.676","913.676","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","620","PRT","Portugal","404","KEN","Kenya","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"44243.497","44243.497","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","620","PRT","Portugal","646","RWA","Rwanda","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"29332.482","29332.482","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","620","PRT","Portugal","24","AGO","Angola","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"3243.658","3243.658","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","620","PRT","Portugal","652","BLM","Saint Barth�lemy","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"5444.984","5444.984","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","620","PRT","Portugal","174","COM","Comoros","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"334.724","334.724","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","620","PRT","Portugal","418","LAO","Lao People's Dem. Rep.","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"27830.042","27830.042","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","620","PRT","Portugal","398","KAZ","Kazakhstan","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"18060.907","18060.907","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","620","PRT","Portugal","428","LVA","Latvia","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"755077.824","755077.824","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","620","PRT","Portugal","558","NIC","Nicaragua","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"108873.522","108873.522","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","528","NLD","Netherlands","304","GRL","Greenland","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"27578.181","27578.181","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","528","NLD","Netherlands","524","NPL","Nepal","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"263295.637","263295.637","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","528","NLD","Netherlands","8","ALB","Albania","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"623971.888","623971.888","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","528","NLD","Netherlands","580","MNP","N. Mariana Isds","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"290.021","290.021","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","528","NLD","Netherlands","152","CHL","Chile","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"12580401.108","12580401.108","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","528","NLD","Netherlands","710","ZAF","South Africa","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"9974304.412","9974304.412","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","528","NLD","Netherlands","442","LUX","Luxembourg","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"2570950.706","2570950.706","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","528","NLD","Netherlands","180","COD","Dem. Rep. of the Congo","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"3855.319","3855.319","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","724","ESP","Spain","580","MNP","N. Mariana Isds","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"97.037","97.037","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","724","ESP","Spain","531","CUW","Cura�ao","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"577.862","577.862","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","724","ESP","Spain","659","KNA","Saint Kitts and Nevis","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"393.6","393.6","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","724","ESP","Spain","192","CUB","Cuba","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"243181.685","243181.685","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","724","ESP","Spain","32","ARG","Argentina","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"4913068.144","4913068.144","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","724","ESP","Spain","31","AZE","Azerbaijan","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1646.361","1646.361","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","724","ESP","Spain","64","BTN","Bhutan","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"135.198","135.198","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","724","ESP","Spain","690","SYC","Seychelles","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"34139.638","34139.638","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","724","ESP","Spain","170","COL","Colombia","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"1739540.611","1739540.611","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","724","ESP","Spain","96","BRN","Brunei Darussalam","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"103.579","103.579","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","380","ITA","Italy","48","BHR","Bahrain","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"10755.861","10755.861","0","false","true",
"C","A","20230101","2023","52","2023","251","FRA","France","X","Export","380","ITA","Italy","520","NRU","Nauru","H6","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"104.669","104.669","0","false","true",
